accession,protein_accession,collection_date,sgene_begin,sgene_end,location,region
MT293177.1,QIU81177.1,2020-03-16,21532,25353,USA,North America
MT293176.1,QIU81165.1,2020-03-17,21532,25353,USA: WA,North America
MT293175.1,QIU81153.1,2020-03-16,21475,25296,USA,North America
MT293174.1,QIU81141.1,2020-03-16,21330,25151,USA,North America
MT293173.1,QIU81129.1,2020-03-16,21476,25297,USA,North America
MT293172.1,QIU81117.1,2020-03-17,21532,25353,USA: WA,North America
MT293171.1,QIU81105.1,2020-03-17,21516,25337,USA: WA,North America
MT293170.1,QIU81093.1,2020-03-18,21449,25270,USA: WA,North America
MT293169.1,QIU81081.1,2020-03-17,21489,25310,USA: WA,North America
MT293168.1,QIU81069.1,2020-03-17,21355,25176,USA: WA,North America
MT293167.1,QIU81057.1,2020-03-17,21456,25277,USA: WA,North America
MT293166.1,QIU81045.1,2020-03-17,21532,25353,USA: WA,North America
MT293165.1,QIU81033.1,2020-03-17,21532,25353,USA: WA,North America
MT293164.1,QIU81021.1,2020-03-17,21473,25294,USA: WA,North America
MT293163.1,QIU81009.1,2020-03,21306,25127,USA,North America
MT293162.1,QIU80997.1,2020-03-16,21539,25360,USA: WA,North America
MT293161.1,QIU80985.1,2020-03-16,21527,25348,USA: WA,North America
MT293160.1,QIU80973.1,2020-03-16,21532,25353,USA: WA,North America
MT293159.1,QIU80961.1,2020-03-16,21552,25373,USA: WA,North America
MT293158.1,QIU80949.1,2020-03-16,21462,25283,USA: WA,North America
MT293156.1,QIU80925.1,2020-03-13,21532,25353,USA: IL,North America
MT292575.1,QIU78779.1,2020-03-10,21509,25330,Spain,Europe
MT292574.1,QIU78767.1,2020-03-02,21509,25330,Spain,Europe
MT292573.1,QIU78755.1,2020-03-09,21509,25330,Spain,Europe
MT292572.1,QIU78743.1,2020-03-10,21509,25330,Spain,Europe
MT292571.1,QIU78731.1,2020-03-09,21509,25330,Spain,Europe
MT292570.1,QIU78719.1,2020-03-10,21509,25330,Spain,Europe
MT292569.1,QIU78707.1,2020-03-09,21509,25330,Spain,Europe
MT291836.1,QIU81885.1,2020-01-29,21555,25376,China: Beijing,Asia
MT291835.2,QIU81873.2,2020-01-27,21538,25359,China: Beijing,Asia
MT291834.1,QIU81861.1,2020-01-28,21555,25376,China: Beijing,Asia
MT291833.1,QIU81849.1,2020-01-28,21543,25364,China: Beijing,Asia
MT291832.1,QIU81837.1,2020-01-25,21555,25376,China: Beijing,Asia
MT291831.1,QIU81825.1,2020-01-24,21558,25379,China: Beijing,Asia
MT291830.1,QIU81813.1,2019-12-30,21475,25296,China: Wuhan,Asia
MT291829.1,QIU81801.1,2019-12-30,21475,25296,China: Wuhan,Asia
MT291828.1,QIU81789.1,2019-12-30,21526,25347,China: Wuhan,Asia
MT291827.1,QIU81777.1,2019-12-30,21526,25347,China: Wuhan,Asia
MT291826.1,QIU81765.1,2019-12-30,21475,25296,China: Wuhan,Asia
MT281577.1,QIU80913.1,2020-03-10,21563,25384,"China: Anhui, Fuyang",Asia
MT304491.1,QIV15188.1,2020-03-01,21563,25384,USA: TX,North America
MT304490.1,QIV15176.1,2020-03-01,21563,25384,USA: TX,North America
MT304489.1,QIV15164.1,2020-02-29,21563,25384,USA: TX,North America
MT304488.1,QIV15152.1,2020-03-01,21563,25384,USA: RI,North America
MT304487.1,QIV15140.1,2020-03-01,21563,25384,USA: OR,North America
MT304486.1,QIV15128.1,2020-03-02,21563,25384,USA: NY,North America
MT304485.1,QIV15116.1,2020-03-02,21563,25384,USA: NH,North America
MT304484.1,QIV15104.1,2020-02-29,21563,25384,USA: NH,North America
MT304483.1,QIV15092.1,2020-03-01,21563,25384,USA: IL,North America
MT304482.1,QIV15080.1,2020-03-01,21563,25384,USA: IL,North America
MT304481.1,QIV15068.1,2020-03-04,21563,25384,USA: GA,North America
MT304480.1,QIV15056.1,2020-03-03,21563,25384,USA: GA,North America
MT304479.1,QIV15044.1,2020-03-03,21563,25384,USA: GA,North America
MT304478.1,QIV15032.1,2020-03-02,21563,25384,USA: FL,North America
MT304477.1,QIV15020.1,2020-03-02,21563,25384,USA: AZ,North America
MT304476.1,QIV15008.1,2020-02-29,21563,25384,South Korea,Asia
MT304475.1,QIV14996.1,2020-02-29,21563,25384,South Korea,Asia
MT304474.1,QIV14984.1,2020-02-27,21563,25384,South Korea,Asia
MT300186.2,QIV14972.1,2020-04-02,21538,25359,USA: North Carolina,North America
MT308704.1,QIV64989.1,2020-04,21538,25359,USA: NC,North America
MT308703.1,QIV64977.1,2020-04,21538,25359,USA: NC,North America
MT308702.1,QIV64965.1,2020-04,21538,25359,USA: NC,North America
MT320891.2,QIX12195.1,2020-03-09,21519,25340,Iran,Asia
MT320538.2,QIX12148.2,2020-03,21563,25384,France,Europe
MT322424.1,QIX14035.1,2020-03,21563,25384,USA: VA,North America
MT322423.1,QIX14023.1,2020-03,21560,25381,USA: VA,North America
MT322422.1,QIX14011.1,2020-03,21557,25378,USA: VA,North America
MT322421.1,QIX13999.1,2020-03,21561,25382,USA: VA,North America
MT322420.1,QIX13987.1,2020-03,21524,25345,USA: VA,North America
MT322419.1,QIX13975.1,2020-03,21559,25380,USA: VA,North America
MT322418.1,QIX13963.1,2020-03,21556,25377,USA: VA,North America
MT322417.1,QIX13951.1,2020-03,21561,25382,USA: VA,North America
MT322416.1,QIX13939.1,2020-03,21527,25348,USA: VA,North America
MT322415.1,QIX13927.1,2020-03,21525,25346,USA: VA,North America
MT322414.1,QIX13915.1,2020-03,21561,25382,USA: VA,North America
MT322413.1,QIX13903.1,2020-03,21557,25378,USA: VA,North America
MT322412.1,QIX13891.1,2020-03,21561,25382,USA: VA,North America
MT322411.1,QIX13879.1,2020-03,21526,25347,USA: VA,North America
MT322410.1,QIX13867.1,2020-03,21551,25372,USA: VA,North America
MT322409.1,QIX13855.1,2020-03,21560,25381,USA: VA,North America
MT322408.1,QIX13843.1,2020-03,21526,25347,USA: VA,North America
MT322407.1,QIX13831.1,2020-03,21526,25347,USA: VA,North America
MT322406.1,QIX13819.1,2020-03,21546,25367,USA: VA,North America
MT322405.1,QIX13807.1,2020-03,21562,25383,USA: VA,North America
MT322404.1,QIX13795.1,2020-03,21525,25346,USA: VA,North America
MT322403.1,QIX13783.1,2020-03,21552,25373,USA: VA,North America
MT322402.1,QIX13771.1,2020-03,21558,25379,USA: VA,North America
MT322401.1,QIX13759.1,2020-03,21560,25381,USA: VA,North America
MT322400.1,QIX13747.1,2020-03,21547,25368,USA: VA,North America
MT322398.1,QIX13723.1,2020-03,21526,25347,USA: VA,North America
MT322397.1,QIX13711.1,2020-03,21553,25374,USA: VA,North America
MT322396.1,QIX13699.1,2020-03,21527,25348,USA: VA,North America
MT322395.1,QIX13687.1,2020-03,21527,25348,USA: VA,North America
MT322394.1,QIX13675.1,2020-03,21525,25346,USA: VA,North America
MT077125.1,QIC50498.1,2020-01-31,21507,25328,Italy,Europe
MT039874.1,QHZ00369.1,2020-01-22,21551,25372,China,Asia
MT328035.1,QIZ16571.1,2020-03-18,21563,25384,Greece,Europe
MT328034.1,QIZ16559.1,2020-03-18,21563,25384,Greece,Europe
MT328033.1,QIZ16547.1,2020-03-18,21563,25384,Greece,Europe
MT328032.1,QIZ16535.1,2020-03-18,21563,25384,Greece,Europe
MT327745.1,QIZ16509.1,2020-03-17,21559,25380,Turkey,Asia
MT326191.1,QIZ14977.1,2020-03-18,21481,25302,USA,North America
MT326190.1,QIZ14965.1,2020-03-18,21563,25384,USA,North America
MT326187.1,QIZ14929.1,2020-03-18,21563,25384,USA,North America
MT326185.1,QIZ14905.1,2020-03-17,21469,25290,USA,North America
MT326184.1,QIZ14893.1,2020-03-17,21393,25214,USA,North America
MT326181.1,QIZ14857.1,2020-03-14,21303,25124,USA,North America
MT326180.1,QIZ14845.1,2020-03-19,21501,25322,USA,North America
MT326178.1,QIZ14821.1,2020-03-19,21563,25384,USA,North America
MT326173.1,QIZ14761.1,2020,21299,25120,USA,North America
MT326169.1,QIZ14713.1,2020-03-22,21491,25312,USA,North America
MT326167.1,QIZ14689.1,2020-03-21,21559,25380,USA,North America
MT326166.1,QIZ14677.1,2020-03-21,21420,25241,USA,North America
MT326164.1,QIZ14653.1,2020-03-21,21531,25352,USA,North America
MT326162.1,QIZ14629.1,2020-03-21,21532,25353,USA,North America
MT326161.1,QIZ14617.1,2020-03-21,21314,25135,USA,North America
MT326160.1,QIZ14605.1,2020-03-21,21425,25246,USA,North America
MT326159.1,QIZ14593.1,2020-03-21,21532,25353,USA,North America
MT326158.1,QIZ14581.1,2020-03-21,21391,25212,USA,North America
MT326154.1,QIZ14533.1,2020-03-21,21532,25353,USA,North America
MT326153.1,QIZ14521.1,2020-03-21,21531,25352,USA,North America
MT326152.1,QIZ14509.1,2020-03-21,21405,25226,USA,North America
MT326151.1,QIZ14497.1,2020-03-21,21406,25227,USA,North America
MT326150.1,QIZ14485.1,2020-03-21,21537,25358,USA,North America
MT326149.1,QIZ14473.1,2020-03-21,21437,25258,USA,North America
MT326148.1,QIZ14461.1,2020-03-21,21482,25303,USA,North America
MT326140.1,QIZ14365.1,2020-03-20,21532,25353,USA,North America
MT326138.1,QIZ14341.1,2020-03-20,21415,25236,USA,North America
MT326137.1,QIZ14329.1,2020-03-19,21532,25353,USA,North America
MT326136.1,QIZ14317.1,2020-03-19,21355,25176,USA,North America
MT326135.1,QIZ14305.1,2020-03-20,21454,25275,USA,North America
MT326134.1,QIZ14293.1,2020-03-20,21541,25362,USA,North America
MT326133.1,QIZ14281.1,2020-03-20,21531,25352,USA,North America
MT326132.1,QIZ14269.1,2020-03-20,21550,25371,USA,North America
MT326130.1,QIZ14245.1,2020-03-20,21450,25271,USA,North America
MT326129.1,QIZ14233.1,2020-03-20,21556,25377,USA,North America
MT326128.1,QIZ14221.1,2020-03-20,21524,25345,USA,North America
MT326127.1,QIZ14209.1,2020-03-20,21532,25353,USA,North America
MT326125.1,QIZ14185.1,2020-03-20,21480,25301,USA,North America
MT326124.1,QIZ14173.1,2020-03-20,21428,25249,USA,North America
MT326123.1,QIZ14161.1,2020-03-20,21406,25227,USA,North America
MT326121.1,QIZ14137.1,2020-03-20,21304,25125,USA,North America
MT326120.1,QIZ14125.1,2020-03-21,21539,25360,USA,North America
MT326119.1,QIZ14113.1,2020-03-20,21514,25335,USA,North America
MT326118.1,QIZ14101.1,2020-03-21,21532,25353,USA,North America
MT326117.1,QIZ14089.1,2020-03-20,21552,25373,USA,North America
MT326116.1,QIZ14077.1,2020-03-20,21529,25350,USA,North America
MT326113.1,QIZ14041.1,2020-03-20,21532,25353,USA,North America
MT326112.1,QIZ14029.1,2020-03-20,21476,25297,USA,North America
MT326111.1,QIZ14017.1,2020-03-22,21437,25258,USA,North America
MT326106.1,QIZ13957.1,2020-03-22,21532,25353,USA,North America
MT326105.1,QIZ13945.1,2020-03-22,21533,25354,USA,North America
MT326104.1,QIZ13933.1,2020-03-22,21507,25328,USA,North America
MT326103.1,QIZ13921.1,2020-03-22,21531,25352,USA,North America
MT326100.1,QIZ13885.1,2020-03-22,21538,25359,USA,North America
MT326099.1,QIZ13873.1,2020-03-22,21554,25375,USA,North America
MT326097.1,QIZ13849.1,2020-03-21,21555,25376,USA,North America
MT326096.1,QIZ13837.1,2020-03-22,21535,25356,USA,North America
MT326095.1,QIZ13825.1,2020-03-22,21532,25353,USA,North America
MT326094.1,QIZ13813.1,2020-03-22,21415,25236,USA,North America
MT326093.1,QIZ13801.1,2020-03-22,21532,25353,USA,North America
MT326092.1,QIZ13789.1,2020-03-22,21552,25373,USA,North America
MT326091.1,QIZ13777.1,2020-03-16,21371,25192,USA,North America
MT326090.1,QIZ13765.1,2020-03-21,21454,25275,USA,North America
MT326089.1,QIZ13753.1,2020-03-21,21544,25365,USA,North America
MT326088.1,QIZ13741.1,2020-03-23,21532,25353,USA,North America
MT326087.1,QIZ13729.1,2020-03-23,21538,25359,USA,North America
MT326086.1,QIZ13717.1,2020-03-19,21549,25370,USA,North America
MT326085.1,QIZ13705.1,2020-03-20,21441,25262,USA,North America
MT326084.1,QIZ13693.1,2020-03-22,21514,25335,USA,North America
MT326083.1,QIZ13681.1,2020-03-22,21395,25216,USA,North America
MT326082.1,QIZ13669.1,2020-03-23,21532,25353,USA,North America
MT326081.1,QIZ13657.1,2020-03-24,21529,25350,USA,North America
MT326078.1,QIZ13623.1,2020-03-24,21532,25353,USA,North America
MT326076.1,QIZ13599.1,2020-03-24,21532,25353,USA,North America
MT326075.1,QIZ13587.1,2020-03-20,21532,25353,USA,North America
MT326074.1,QIZ13575.1,2020-03-20,21532,25353,USA,North America
MT326071.1,QIZ13539.1,2020-03-22,21539,25360,USA,North America
MT326070.1,QIZ13527.1,2020-03-24,21532,25353,USA,North America
MT326069.1,QIZ13515.1,2020-03-24,21532,25353,USA,North America
MT326068.1,QIZ13503.1,2020-03-24,21532,25353,USA,North America
MT326067.1,QIZ13491.1,2020-03-24,21532,25353,USA,North America
MT326066.1,QIZ13479.1,2020-03-24,21532,25353,USA,North America
MT326065.1,QIZ13467.1,2020-03-24,21557,25378,USA,North America
MT326063.1,QIZ13443.1,2020-03-24,21532,25353,USA,North America
MT326061.1,QIZ13419.1,2020-03-23,21537,25358,USA,North America
MT326058.1,QIZ13383.1,2020-03-24,21529,25350,USA,North America
MT326056.1,QIZ13359.1,2020-03-24,21532,25353,USA,North America
MT326055.1,QIZ13347.1,2020-03-21,21514,25335,USA,North America
MT326054.1,QIZ13335.1,2020-03-23,21415,25236,USA,North America
MT326053.1,QIZ13323.1,2020-03-23,21424,25245,USA,North America
MT326052.1,QIZ13311.1,2020-03-23,21553,25374,USA,North America
MT326051.1,QIZ13299.1,2020-03-23,21541,25362,USA,North America
MT326049.1,QIZ13275.1,2020-03-23,21532,25353,USA,North America
MT326048.1,QIZ13263.1,2020-03-23,21532,25353,USA,North America
MT326046.1,QIZ13239.1,2020-03-23,21437,25258,USA,North America
MT326042.1,QIZ13191.1,2020-03-23,21529,25350,USA,North America
MT326041.1,QIZ13179.1,2020-03-20,21473,25294,USA,North America
MT326040.1,QIZ13167.1,2020-03-21,21514,25335,USA,North America
MT326039.1,QIZ13155.1,2020-03-23,21491,25312,USA,North America
MT326036.1,QIZ13119.1,2020-03-23,21467,25288,USA,North America
MT326035.1,QIZ13107.1,2020-03-23,21439,25260,USA,North America
MT326030.1,QIZ13047.1,2020-03-24,21513,25334,USA,North America
MT326029.1,QIZ13035.1,2020-03-24,21524,25345,USA,North America
MT326028.1,QIZ13023.1,2020-03-24,21516,25337,USA,North America
MT326027.1,QIZ13011.1,2020-03-24,21557,25378,USA,North America
MT326024.1,QIZ12975.1,2020-03-24,21386,25207,USA,North America
MT326023.1,QIZ12963.1,2020-03-24,21549,25370,USA,North America
MT325640.1,QIZ16497.1,2020-03-06,21563,25384,USA: MA,North America
MT325639.1,QIZ16485.1,2020-03-07,21563,25384,USA: MA,North America
MT325638.1,QIZ16473.1,2020-03-06,21563,25384,USA: MA,North America
MT325637.1,QIZ16461.1,2020-03-06,21563,25384,USA: MA,North America
MT325636.1,QIZ16449.1,2020-03-06,21563,25384,USA: MA,North America
MT325635.1,QIZ16437.1,2020-03-06,21563,25384,USA: MA,North America
MT325634.1,QIZ16425.1,2020-03-05,21563,25384,USA: MA,North America
MT325633.1,QIZ16413.1,2020-03-04,21563,25384,USA: MA,North America
MT325632.1,QIZ16401.1,2020-03-04,21563,25384,USA: MA,North America
MT325631.1,QIZ16389.1,2020-03-05,21563,25384,USA: MA,North America
MT325630.1,QIZ16377.1,2020-03-05,21563,25384,USA: MA,North America
MT325629.1,QIZ16365.1,2020-03-05,21563,25384,USA: MA,North America
MT325628.1,QIZ16353.1,2020-03-06,21563,25384,USA: VA,North America
MT325627.1,QIZ16341.1,2020-03-04,21563,25384,USA: NY,North America
MT325626.1,QIZ16329.1,2020-03-05,21563,25384,USA: SC,North America
MT325625.1,QIZ16317.1,2020-03-07,21563,25384,USA: SC,North America
MT325624.1,QIZ16305.1,2020-03-07,21563,25384,USA: SC,North America
MT325623.1,QIZ16293.1,2020-03-05,21563,25384,USA: SC,North America
MT325622.1,QIZ16281.1,2020-03-04,21563,25384,USA: NJ,North America
MT325621.1,QIZ16269.1,2020-03-07,21563,25384,USA: IA,North America
MT325620.1,QIZ16257.1,2020-03-08,21563,25384,USA: IA,North America
MT325619.1,QIZ16245.1,2020-03-08,21563,25384,USA: IA,North America
MT325618.1,QIZ16233.1,2020-03-08,21563,25384,USA: IA,North America
MT325617.1,QIZ16221.1,2020-03-08,21563,25384,USA: IA,North America
MT325616.1,QIZ16209.1,2020-03-06,21563,25384,USA: MA,North America
MT325615.1,QIZ16197.1,2020-03-07,21563,25384,USA: IA,North America
MT325614.1,QIZ16185.1,2020-03-08,21563,25384,USA: VA,North America
MT325613.1,QIZ16173.1,2020-03-08,21563,25384,USA: VA,North America
MT325612.1,QIZ16161.1,2020-03-08,21563,25384,USA: VA,North America
MT325611.1,QIZ16149.1,2020-03-08,21563,25384,USA: VA,North America
MT325610.1,QIZ16137.1,2020-03-07,21563,25384,USA: UT,North America
MT325609.1,QIZ16125.1,2020-03-05,21563,25384,USA: UT,North America
MT325608.1,QIZ16113.1,2020-03-08,21563,25384,USA: SC,North America
MT325607.1,QIZ16101.1,2020-03-07,21563,25384,USA: SC,North America
MT325606.1,QIZ16089.1,2020-03-06,21563,25384,USA: SC,North America
MT325605.1,QIZ16077.1,2020-03-05,21563,25384,USA: RI,North America
MT325604.1,QIZ16065.1,2020-03-06,21563,25384,USA: PA,North America
MT325603.1,QIZ16053.1,2020-03-09,21563,25384,USA: PA,North America
MT325602.1,QIZ16041.1,2020-03-08,21563,25384,USA: PA,North America
MT325601.1,QIZ16029.1,2020-03-07,21563,25384,USA: PA,North America
MT325600.1,QIZ16017.1,2020-03-05,21563,25384,USA: PA,North America
MT325599.1,QIZ16005.1,2020-03-05,21563,25384,USA: PA,North America
MT325598.1,QIZ15993.1,2020-03-08,21563,25384,USA: OH,North America
MT325597.1,QIZ15981.1,2020-03-09,21563,25384,USA: NV,North America
MT325596.1,QIZ15969.1,2020-03-04,21563,25384,USA: NJ,North America
MT325595.1,QIZ15957.1,2020-03-06,21563,25384,USA: NH,North America
MT325594.1,QIZ15945.1,2020-03-06,21563,25384,USA: NH,North America
MT325593.1,QIZ15933.1,2020-03-07,21563,25384,USA: NE,North America
MT325592.1,QIZ15921.1,2020-03-05,21563,25384,USA: NE,North America
MT325591.1,QIZ15909.1,2020-03-06,21563,25384,USA: NC,North America
MT325590.1,QIZ15897.1,2020-03-07,21563,25384,USA: NC,North America
MT325589.1,QIZ15885.1,2020-03-08,21563,25384,USA: NC,North America
MT325588.1,QIZ15873.1,2020-03-06,21563,25384,USA: MO,North America
MT325587.1,QIZ15861.1,2020-03-04,21563,25384,USA: MD,North America
MT325586.1,QIZ15849.1,2020-03-07,21563,25384,USA: MA,North America
MT325585.1,QIZ15837.1,2020-03-06,21563,25384,USA: MA,North America
MT325584.1,QIZ15825.1,2020-03-06,21563,25384,USA: MA,North America
MT325583.1,QIZ15813.1,2020-03-06,21563,25384,USA: MA,North America
MT325582.1,QIZ15801.1,2020-03-05,21563,25384,USA: MA,North America
MT325581.1,QIZ15789.1,2020-03-09,21563,25384,USA: LA,North America
MT325580.1,QIZ15777.1,2020-03-06,21563,25384,USA: KS,North America
MT325579.1,QIZ15765.1,2020-03-09,21563,25384,USA: IN,North America
MT325578.1,QIZ15753.1,2020-03-07,21563,25384,USA: IL,North America
MT325577.1,QIZ15741.1,2020-03-07,21563,25384,USA: IL,North America
MT325576.1,QIZ15729.1,2020-03-08,21563,25384,USA: IA,North America
MT325575.1,QIZ15717.1,2020-03-10,21563,25384,USA: GA,North America
MT325574.1,QIZ15705.1,2020-03,21563,25384,USA: GA,North America
MT325573.1,QIZ15693.1,2020-03,21563,25384,USA: GA,North America
MT325572.1,QIZ15681.1,2020-03-08,21563,25384,USA: GA,North America
MT325571.1,QIZ15669.1,2020-03,21563,25384,USA: GA,North America
MT325570.1,QIZ15657.1,2020-03-05,21563,25384,USA: GA,North America
MT325569.1,QIZ15645.1,2020-03-04,21563,25384,USA: GA,North America
MT325568.1,QIZ15633.1,2020-03-06,21563,25384,USA: FL,North America
MT325567.1,QIZ15621.1,2020-03-05,21563,25384,USA: FL,North America
MT325566.1,QIZ15609.1,2020-03-05,21563,25384,USA: FL,North America
MT325565.1,QIZ15597.1,2020-03-02,21563,25384,USA: FL,North America
MT325564.1,QIZ15585.1,2020-03-06,21563,25384,USA: FL,North America
MT325563.1,QIZ15573.1,2020-03-06,21563,25384,USA: DC,North America
MT325562.1,QIZ15561.1,2020-03-09,21563,25384,USA: AZ,North America
MT325561.1,QIZ15549.1,2020-03-09,21563,25384,USA: AZ,North America
MT324062.1,QIZ15537.1,2020-03-07,21563,25384,South Africa: KwaZulu-Natal,Africa
MT334561.1,QIZ64732.1,2020-03-26,21559,25380,USA: UT,North America
MT334557.1,QIZ64685.1,2020-03-20,21563,25384,USA: UT,North America
MT334547.1,QIZ64566.1,2020-03-19,21563,25384,USA: UT,North America
MT334546.1,QIZ64554.1,2020-03-19,21559,25380,USA: UT,North America
MT334544.1,QIZ64530.1,2020-03-19,21563,25384,USA: UT,North America
MT334542.1,QIZ64506.1,2020-03-11,21563,25384,USA: UT,North America
MT334541.1,QIZ64494.1,2020-03-11,21562,25383,USA: UT,North America
MT334540.1,QIZ64482.1,2020-03-14,21561,25382,USA: UT,North America
MT334539.1,QIZ64470.1,2020-03-14,21522,25343,USA: UT,North America
MT334538.1,QIZ64458.1,2020-03-13,21563,25384,USA: UT,North America
MT334537.1,QIZ64446.1,2020-03-13,21561,25382,USA: UT,North America
MT334536.1,QIZ64434.1,2020-03-13,21559,25380,USA: UT,North America
MT334535.1,QIZ64422.1,2020-03-13,21560,25381,USA: UT,North America
MT334534.1,QIZ64410.1,2020-03-13,21555,25376,USA: UT,North America
MT334533.1,QIZ64398.1,2020-03-13,21562,25383,USA: UT,North America
MT334531.1,QIZ64374.1,2020-03-12,21524,25345,USA: UT,North America
MT334529.1,QIZ64350.1,2020-03-10,21563,25384,USA: UT,North America
MT334526.1,QIZ64314.1,2020-03-07,21556,25377,USA: UT,North America
MT334523.1,QIZ64278.1,2020-03-05,21561,25382,USA: UT,North America
MT339041.1,QIZ97062.1,2020-03-17,21563,25384,"USA: Maricopa County, Arizona",North America
MT339040.1,QIZ97051.1,2020-03-16,21548,25369,"USA: Maricopa County, Arizona",North America
MT339039.1,QIZ97039.1,2020-03-17,21556,25377,"USA: Maricopa County, Arizona",North America
MT345888.1,QJA17480.1,2020-03-29,21542,25363,USA: ID,North America
MT345887.1,QJA17468.1,2020-03-29,21541,25362,USA: ID,North America
